"","Progress","Finished","RecordedDate","LocationLatitude","LocationLongitude","consent","resp_age","resp_sex","resp_hiring","resp_role","resp_edu","industry_type","dig_literacy","dig_use","dig_skills","gov_reg","gov_reskill","personal_data_safety_cause_for_concern","ai_increases_prod_without_unemp","labour_welfare_policies_over_econ_growth","ai_driven_high_job_disp_in_the_future","more_ai_research_and_development","low_ai_gen_choice_1","low_ai_gen_choice_2","low_ai_gen_choice_3","low_ai_gen_choice_4","low_ai_gen_choice_5","check_1","check_2","low_ai_sp_choice_1","low_ai_sp_choice_2","low_ai_sp_choice_3","low_ai_sp_choice_4","low_ai_sp_choice_5","high_ai_gen_choice_1","high_ai_gen_choice_2","high_ai_gen_choice_3","high_ai_gen_choice_4","high_ai_gen_choice_5","high_ai_sp_choice_1","high_ai_sp_choice_2","high_ai_sp_choice_3","high_ai_sp_choice_4","high_ai_sp_choice_5","PROLIFIC_PID","traits1a_low_gen","traits1b_low_gen","traits2a_low_gen","traits2b_low_gen","traits3a_low_gen","traits3b_low_gen","traits4a_low_gen","traits4b_low_gen","traits5a_low_gen","traits5b_low_gen","traits1a_low_sp","traits1b_low_sp","traits2a_low_sp","traits2b_low_sp","traits3a_low_sp","traits3b_low_sp","traits4a_low_sp","traits4b_low_sp","traits5a_low_sp","traits5b_low_sp","traits1a_high_gen","traits1b_high_gen","traits2a_high_gen","traits2b_high_gen","traits3a_high_gen","traits3b_high_gen","traits4a_high_gen","traits4b_high_gen","traits5a_high_gen","traits5b_high_gen","traits1a_high_sp","traits1b_high_sp","traits2a_high_sp","traits2b_high_sp","traits3a_high_sp","traits3b_high_sp","traits4a_high_sp","traits4b_high_sp","traits5a_high_sp","traits5b_high_sp","ai_framing","job_role","Duration_mins","m_check","Status","Decision.making.responsibilities","Age","Sex","Ethnicity.simplified","Country.of.residence","Nationality","Language","Time.taken_mins","Region","resp_age_num"
"244","100","True","45796.7518316551","37.751","-97.822","Yes","25-34","Female","Occasionally","Talent Acquisition Specialist","Master's Degree","Entertainment and Media","Somewhat comfortable","I use AI tools occasionally","Advanced","Neutral","Agree","Disagree","Strongly agree","Neutral","Disagree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67cc685deb5f04f1fa1ed641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35|Bachelor's|None|Advanced|Medium|Low","49|Bachelor's|None|Intermediate|Medium|Medium","36|Master's|Intermediate|Intermediate|Low|Low","33|Bachelor's|None|Basic|Low|Medium","26|Master's|None|Basic|Medium|Medium","45|Master's|None|Intermediate|High|Low","54|Master's|Basic|Advanced|Low|High","46|Bachelor's|None|Advanced|Low|Low","48|PhD|Basic|Intermediate|High|Medium","29|Bachelor's|Intermediate|Advanced|High|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",7.4,"pass","APPROVED","Customer/client, Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","30","Female","White","United States","United States","English",7.68333333333333,"US","30"
"245","100","True","45796.8141508565","37.751","-97.822","Yes","35-44","Male","Yes, regularly","manager","Master's Degree","Hospitality","Somewhat comfortable","I use AI tools occasionally","Intermediate","Neutral","Disagree","Neutral","Agree","Neutral","Disagree","Neutral",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate A","Candidate B","Candidate A","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67cdf402ec856a05e15d254f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|Master's|None|Advanced|Low|Medium","52|Bachelor's|Basic|Intermediate|Medium|Low","35|Master's|Basic|Intermediate|High|Low","42|PhD|None|Advanced|High|High","45|Master's|Intermediate|Advanced|High|High","26|PhD|Intermediate|Intermediate|High|High","42|Master's|Basic|Advanced|High|Medium","43|Bachelor's|None|Intermediate|Medium|Low","54|Master's|None|Intermediate|Medium|Medium","37|PhD|None|Intermediate|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.56666666666667,"pass","APPROVED","Operations/production, Hiring","38","Male","Black","United States","United States","English",5.83333333333333,"US","38"
"246","100","True","45796.7598506829","41.1462","-73.9966","Yes","45-54","Female","Yes, regularly","HR manager","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Intermediate","Disagree","Neutral","Disagree","Strongly agree","Agree","Neutral","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate A","Candidate B","Candidate B","67ce066d8423f4b37bcbdde8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50|Bachelor's|Intermediate|Intermediate|High|Medium","39|Master's|Basic|Basic|Medium|Medium","40|Bachelor's|None|Intermediate|High|Low","42|Master's|Intermediate|Intermediate|Medium|Medium","27|PhD|Advanced|Advanced|Medium|Low","26|Master's|Intermediate|Intermediate|Medium|High","59|PhD|None|Basic|Low|Low","54|Bachelor's|Intermediate|Intermediate|High|Low","38|Bachelor's|Basic|Advanced|Medium|Low","45|Master's|Advanced|Advanced|High|High","high","analyst",4.91666666666667,"pass","APPROVED","Hiring, Accounts/finance, Marketing/sales/advertising","50","Female","White","United States","United States","English",5.2,"US","50"
"247","100","True","45796.761748287","34.0544","-118.244","Yes","25-34","Male","Yes, regularly","Manager","Bachelor's Degree","Marketing,Other (Please specify)","Very comfortable","I use AI tools frequently","Advanced","Disagree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate B","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67cf9811c88476a54b0367a7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53|Master's|Basic|Basic|High|Medium","43|Master's|Basic|Intermediate|Low|High","52|PhD|None|Intermediate|High|Medium","56|Bachelor's|None|Advanced|High|Low","27|Master's|None|Basic|Low|Medium","39|Master's|None|Basic|Medium|Medium","48|PhD|Basic|Advanced|Low|High","46|Master's|None|Basic|Low|Medium","35|Master's|Basic|Intermediate|High|Low","45|PhD|None|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",16.1166666666667,"pass","APPROVED","Business strategy, Marketing/sales/advertising, Operations/production, Accounts/finance, Customer/client, Hiring, Research/development, Supply chain/logistics, People management","30","Male","Black","United States","United States","English",16.4,"US","30"
"248","100","True","45783.6633271644","37.751","-97.822","Yes","35-44","Male","Yes, regularly","Middle Manager","Master's Degree","Manufacturing","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Agree","Agree","Neutral","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately","Candidate A","Candidate B","Candidate B","Candidate B","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67cfaa18ad2b735d5b393651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32|Bachelor's|Basic|Basic|Low|Medium","59|Bachelor's|Basic|Intermediate|Medium|Low","58|PhD|Intermediate|Advanced|High|Medium","33|Master's|Basic|Intermediate|High|High","32|Bachelor's|Intermediate|Advanced|Low|Low","56|Bachelor's|Basic|Intermediate|Low|High","60|Master's|Intermediate|Advanced|Medium|Medium","36|Bachelor's|Intermediate|Intermediate|High|Medium","39|PhD|None|None|Low|Medium","45|Bachelor's|None|Intermediate|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",6.03333333333333,"pass","APPROVED","Accounts/finance, Business strategy, Hiring","35","Male","Black","United States","United States","English",6.31666666666667,"US","35"
"249","100","True","45796.7555888773","51.9369","15.5032","Yes","25-34","Male","Occasionally","Doctor / Talent Acquisition","PhD or higher","Hospitality","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Strongly agree","Strongly agree","Neutral","Agree","Strongly agree","Candidate A","Candidate B","Candidate B","Candidate A","Candidate B","The company has limited or no use of AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d01f812bf82a710cd2193f","33|Master's|Intermediate|Intermediate|Low|Medium","60|Bachelor's|None|None|High|Medium","44|Master's|Basic|Basic|Medium|Low","34|PhD|Basic|Basic|Medium|High","39|Master's|None|Basic|Medium|Low","39|Bachelor's|Intermediate|Advanced|Low|Medium","42|Master's|Advanced|Advanced|Low|Low","58|Bachelor's|None|Intermediate|Medium|High","30|Bachelor's|None|Advanced|High|Medium","34|PhD|Advanced|Advanced|High|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",8.95,"pass","APPROVED","Research/development, People management, Hiring, Business strategy","28","Male","White","Poland","Algeria","Arabic",9.1,"EU","28"
"250","100","True","45796.7606689352","33.9558","-118.3893","Yes","45-54","Female","Occasionally","Manager","Master's Degree","Hospitality","Very comfortable","I use AI tools occasionally","Intermediate","Disagree","Agree","Agree","Neutral","Agree","Neutral","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,"67d09e13ca406f279eb47eaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26|Bachelor's|None|Intermediate|High|High","39|Bachelor's|Basic|Intermediate|Low|Low","27|PhD|Intermediate|Intermediate|Medium|High","28|PhD|Basic|Advanced|Medium|Low","35|Master's|Basic|Advanced|Medium|High","60|Master's|Advanced|Advanced|Low|High","31|Master's|None|Advanced|High|High","30|Master's|None|None|Medium|Low","35|Bachelor's|Intermediate|Advanced|Low|Medium","32|Master's|None|None|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",9.23333333333333,"pass","APPROVED","People management, Hiring, Operations/production","53","Female","White","United States","United States","English",9.5,"US","53"
"251","100","True","45796.7731201968","37.751","-97.822","Yes","35-44","Female","Yes, regularly","MANAGER","Master's Degree","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Candidate A","Candidate A","Candidate A","Candidate A","Candidate A","The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d0e7a482600666e1b63c58","37|PhD|None|None|Low|Medium","44|PhD|None|Advanced|Medium|Medium","46|PhD|None|Intermediate|Medium|Low","44|Bachelor's|Basic|Basic|Medium|Medium","44|Bachelor's|Basic|Basic|High|High","40|Bachelor's|Basic|Basic|Low|Medium","58|Bachelor's|None|Basic|Low|High","60|PhD|None|None|Low|Low","60|Master's|Intermediate|Intermediate|Medium|Low","34|Bachelor's|None|None|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","manager",5.05,"pass","APPROVED","Marketing/sales/advertising, Hiring, Customer/client, Supply chain/logistics","40","Female","White","United States","United States","English",5.56666666666667,"US","40"
"252","100","True","45796.7580909491","25.9562","-80.1828","Yes","25-34","Female","Occasionally","Analyst","High School or lower","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools frequently","Beginner","Disagree","Agree","Neutral","Agree","Agree","Disagree","Agree",NA,NA,NA,NA,NA,"I don't recall.","Moderately",NA,NA,NA,NA,NA,"Candidate B","Candidate A","Candidate B","Candidate B","Candidate B",NA,NA,NA,NA,NA,"67d190661ff4fdf6f7fa41f7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44|Master's|None|Intermediate|Low|Medium","53|Master's|None|Intermediate|Medium|Medium","44|Bachelor's|Advanced|Advanced|High|Medium","53|PhD|Advanced|Advanced|Low|Low","44|PhD|None|Intermediate|Medium|Low","31|Bachelor's|Intermediate|Advanced|High|Low","50|Master's|None|Basic|Medium|Low","53|Bachelor's|Basic|Advanced|Low|Medium","50|Bachelor's|None|Basic|Medium|Medium","31|Master's|None|Intermediate|Medium|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",6.38333333333333,"pass","APPROVED","Other, Hiring, Marketing/sales/advertising, Customer/client, Accounts/finance, People management, Research/development, Supply chain/logistics, fleet management","30","Female","Black","United States","United States","English",6.58333333333333,"US","30"
"253","100","True","45796.7527704514","33.6988","-78.916","Yes","25-34","Female","Yes, regularly","Service manager","Bachelor's Degree","Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate A","Candidate B","Candidate B","67d1d3ffb1662a82e5e93fb4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28|Master's|None|None|Low|Medium","35|PhD|Advanced|Advanced|Low|Medium","47|PhD|Basic|Basic|Medium|High","42|Master's|Advanced|Advanced|High|Low","51|Bachelor's|Basic|Advanced|High|Low","25|Master's|Intermediate|Advanced|Medium|High","46|PhD|None|Basic|High|Low","38|PhD|Basic|Intermediate|Medium|Low","26|Master's|None|Intermediate|High|Low","27|Bachelor's|Intermediate|Advanced|Medium|High","high","analyst",7.71666666666667,"pass","APPROVED","Accounts/finance, People management, Supply chain/logistics, Customer/client, Hiring","25","Female","Black","United States","United States","English",7.95,"US","25"
"254","100","True","45796.7588864583","40.3749","-79.9717","Yes","45-54","Male","Yes, regularly","Vice President","PhD or higher","Banking, Finance and Insurance,Marketing,E-commerce,Retail,Hospitality,Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Slightly","Candidate B","Candidate A","Candidate A","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d201ad406d1cf20f2fcb6f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59|Bachelor's|None|Advanced|Low|Low","31|Master's|Intermediate|Advanced|High|High","29|PhD|Advanced|Advanced|High|Low","25|Master's|Basic|Intermediate|Medium|Medium","41|PhD|None|Advanced|High|Low","26|PhD|None|Intermediate|Medium|Low","38|Master's|None|Intermediate|Medium|High","32|Bachelor's|Advanced|Advanced|Medium|Medium","31|Bachelor's|Intermediate|Advanced|Low|High","49|Bachelor's|Intermediate|Advanced|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",11.5333333333333,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Hiring, Marketing/sales/advertising, Supply chain/logistics, fleet management, People management, Research/development","48","Male","White","United States","United States","English",11.7666666666667,"US","48"
"255","100","True","45796.7514308449","40.7126","-74.0066","Yes","25-34","Male","Occasionally","HR manager","Master's Degree","Banking, Finance and Insurance,Other (Please specify)","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately","Candidate B","Candidate A","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d34cb37287d4934dee886d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40|PhD|Basic|Advanced|Medium|Low","37|Master's|None|Advanced|High|Low","58|Bachelor's|Advanced|Advanced|High|Medium","47|Bachelor's|Basic|Intermediate|Low|Medium","46|Master's|None|Advanced|High|Low","50|Master's|Intermediate|Advanced|Low|High","29|Master's|Advanced|Advanced|High|Medium","38|PhD|Advanced|Advanced|Low|High","57|PhD|None|Advanced|Medium|Low","39|Master's|Intermediate|Advanced|High|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",5.71666666666667,"pass","APPROVED","Hiring, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics, Customer/client, Business strategy, Accounts/finance","25","Male","Black","United States","United States","English",5.91666666666667,"US","25"
"256","100","True","45796.7582488889","33.9558","-118.3893","Yes","25 or younger","Female","Yes, regularly","manager","Bachelor's Degree","Banking, Finance and Insurance","Somewhat comfortable","I use AI tools occasionally","Intermediate","Agree","Agree","Agree","Neutral","Agree","Strongly agree","Agree",NA,NA,NA,NA,NA,"The company has limited or no use of AI.","Moderately","Candidate A","Candidate B","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d3616c96a95580c573ff76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39|PhD|Basic|Advanced|Medium|Medium","27|Master's|Intermediate|Intermediate|High|High","49|PhD|None|Intermediate|Medium|Low","40|Bachelor's|Basic|Intermediate|High|Medium","33|PhD|None|Basic|Medium|High","42|PhD|None|Intermediate|Low|Medium","44|Bachelor's|Intermediate|Intermediate|High|Medium","51|PhD|None|Basic|Medium|Medium","47|Master's|None|Basic|Medium|High","30|Master's|Advanced|Advanced|Low|High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",2.81666666666667,"pass","APPROVED","Accounts/finance, Marketing/sales/advertising, Hiring","25","Female","White","United States","United States","English",3.05,"US","25"
"257","100","True","45796.7533006366","34.0544","-118.244","Yes","45-54","Female","Yes, regularly","director","Master's Degree","health care","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately","Candidate B","Candidate B","Candidate B","Candidate A","Candidate A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67d3768e33dab46007042d57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41|Master's|None|Basic|Low|Low","60|Bachelor's|None|Intermediate|Medium|High","34|Bachelor's|Intermediate|Intermediate|Medium|High","44|Bachelor's|Intermediate|Intermediate|High|High","55|Master's|Intermediate|Intermediate|Low|Medium","33|Master's|Basic|Basic|Low|High","38|Bachelor's|Basic|Intermediate|Medium|Low","43|Bachelor's|None|Intermediate|Medium|High","46|Bachelor's|Advanced|Advanced|Low|Medium","47|Bachelor's|None|None|Low|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"low","analyst",6.16666666666667,"pass","APPROVED","Accounts/finance, Business strategy, Customer/client, Marketing/sales/advertising, Hiring, Operations/production, People management, Research/development, Supply chain/logistics","53","Female","White","United States","United States","English",6.41666666666667,"US","53"
"258","100","True","45796.7603337269","35.0737","-78.8883","Yes","65 or older","Female","Occasionally","Finance manger","PhD or higher","Banking, Finance and Insurance","Very comfortable","I use AI tools frequently","Advanced","Strongly agree","Strongly agree","Agree","Neutral","Agree","Agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate B","Candidate B",NA,NA,NA,NA,NA,"67d3835b6655208f29df0b43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37|Master's|Basic|Intermediate|Low|Medium","37|Master's|None|Advanced|High|Medium","32|Master's|Intermediate|Intermediate|Low|Low","40|PhD|Basic|Intermediate|High|High","55|Bachelor's|Intermediate|Advanced|Low|Low","32|Master's|None|Intermediate|Medium|High","38|Bachelor's|Intermediate|Advanced|Medium|Low","56|Bachelor's|Intermediate|Advanced|High|High","56|PhD|Basic|Intermediate|High|Medium","54|PhD|Intermediate|Intermediate|Medium|Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",13.1666666666667,"pass","APPROVED","Accounts/finance, Hiring, Operations/production, Business strategy, People management","65","Female","White","United States","United States","English",14.0333333333333,"US","65"
"259","100","True","45796.7782326736","40.7503","-74.0014","Yes","35-44","Male","Yes, regularly","Manager","Master's Degree","Logistics/Transportation,Marketing,Cybersecurity,Customer Service,Computer and Technology","Very comfortable","I use AI tools frequently","Advanced","Agree","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Significantly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Candidate A","Candidate B","Candidate B","Candidate B","Candidate A","67d3ae4ba9a2595f154f14c7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42|PhD|None|None|Low|Medium","47|Master's|None|None|Medium|Low","52|PhD|None|Basic|Medium|High","32|Master's|Intermediate|Advanced|Low|Low","41|Bachelor's|Intermediate|Intermediate|High|Medium","41|Master's|Advanced|Advanced|High|Medium","59|Bachelor's|Intermediate|Intermediate|Medium|Low","52|PhD|Basic|Advanced|Medium|High","49|Master's|None|Advanced|High|High","51|Master's|Basic|Advanced|High|Low","high","analyst",15.0833333333333,"pass","APPROVED","Hiring, Customer/client, Marketing/sales/advertising, Operations/production, People management, Research/development, Supply chain/logistics","39","Male","White","United States","United States","English",15.5666666666667,"US","39"
"260","100","True","45796.7515173264","40.6601","-74.2098","Yes","25-34","Female","Yes, regularly","middle manager","Bachelor's Degree","Computer and Technology","Somewhat comfortable","I use AI tools occasionally","Advanced","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,"The company relies heavily on AI.","Moderately",NA,NA,NA,NA,NA,"Candidate B","Candidate B","Candidate B","Candidate A","Candidate B",NA,NA,NA,NA,NA,"67d4118ea7ca5cd9f4e3af9c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56|Master's|None|Intermediate|Low|Medium","40|Bachelor's|Basic|Advanced|Low|Medium","49|Master's|None|Advanced|High|Low","27|PhD|Advanced|Advanced|High|High","51|Bachelor's|Basic|Advanced|Low|Low","45|Bachelor's|Basic|Basic|Medium|High","33|PhD|Basic|Advanced|Low|Medium","51|PhD|Basic|Basic|Low|Low","41|Master's|Intermediate|Intermediate|Low|Medium","43|PhD|Basic|Intermediate|Medium|Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"high","manager",4.53333333333333,"pass","APPROVED","Research/development, Operations/production, Hiring, Business strategy, People management, Supply chain/logistics","25","Female","Black","United States","United Kingdom","English",4.73333333333333,"US","25"
